most_important_features
question_e002_aims_of_country__second_choice_choice1.0: 0.5406 (Europe: 0.2555345188155078, non-Europe: 0.25459148021675215)
question_e264_vote_in_elections__national_level_choice4.0: 0.0986 (Europe: 0.02882033386543911, non-Europe: 0.03285561722942239)
question_e116_political_system__having_the_army_rule: 0.0937 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_f132_justifiable__having_casual_sex: 0.0935 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.0913 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_e026_political_action__joining_in_boycotts: 0.0912 (Europe: 0.7159668856962542, non-Europe: 0.7793848141653592)
question_g257_how_close_do_you_feel__to_country: 0.0856 (Europe: 0.24702907607462676, non-Europe: 0.23761432005660515)
question_g007_35_b_trust__people_of_another_religion__b: 0.0836 (Europe: 0.49044890753321535, non-Europe: 0.5710223652001177)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.0830 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_e028_political_action__joining_unofficial_strikes: 0.0820 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_a005_important_in_life__work: 0.0813 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_e233b_democracy__people_obey_their_rulers: 0.0771 (Europe: 0.49057554045860097, non-Europe: 0.6046527878492228)
question_e033_self_positioning_in_political_scale: 0.0702 (Europe: 0.49634056969691964, non-Europe: 0.5391336066906625)
question_g255_how_close_you_feel__your__village_town_or_city: 0.0670 (Europe: 0.24202975667504012, non-Europe: 0.20142304024329682)
question_e069_12_confidence__the_political_parties: 0.0667 (Europe: 0.6982135270363359, non-Europe: 0.64643734535754)
question_g007_36_b_trust__people_of_another_nationality__b: 0.0632 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.0616 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_e069_04_confidence__the_press: 0.0593 (Europe: 0.6214871737758474, non-Europe: 0.5504414589019122)
question_f025_religious_denomination__major_groups_choice8.0: 0.0561 (Europe: 0.011038101248592395, non-Europe: 0.029454032460084118)
question_e069_13_confidence__major_companies: 0.0543 (Europe: 0.5764520506696695, non-Europe: 0.5292057255615472)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0519 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_e290_justifiable__political_violence: 0.0518 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
question_f117_justifiable__someone_accepting_a_bribe: 0.0518 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
question_d001_b_how_much_do_you_trust_your_family__4_point_scale: 0.0480 (Europe: 0.05999595764603003, non-Europe: 0.09702427254868354)
question_e069_06_confidence__the_police: 0.0471 (Europe: 0.4087933573399661, non-Europe: 0.4540324600841167)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.0451 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0449 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_a039_important_child_qualities__determination_perseverance: 0.0437 (Europe: 0.38616029995916396, non-Europe: 0.32144976070246684)
question_a027_important_child_qualities__good_manners: 0.0430 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_e039_competition_good_or_harmful: 0.0424 (Europe: 0.3081414933885513, non-Europe: 0.34411820287332834)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.0412 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.0412 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_e263_vote_in_elections__local_level_choice2.0: 0.0403 (Europe: 0.27638564056873444, non-Europe: 0.23928434875472993)
question_f025_religious_denomination__major_groups_choice7.0: 0.0398 (Europe: 0.0010518370023882887, non-Europe: 0.07387240101783854)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.0388 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
question_e265_05_how_often_in_country’s_elections__journalists_provide_fair_coverage_of_elections: 0.0384 (Europe: 0.46562142942586204, non-Europe: 0.44270702862341293)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.0375 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
question_f144_02_justifiable__death_penalty: 0.0352 (Europe: 0.27271039833686006, non-Europe: 0.35981061288588284)
question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0: 0.0351 (Europe: 0.1685785351004195, non-Europe: 0.14024285733120626)
question_a001_important_in_life__family: 0.0348 (Europe: 0.04606221100262753, non-Europe: 0.03547492539806013)
question_e233_democracy__women_have_the_same_rights_as_men: 0.0338 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_f115_justifiable__avoiding_a_fare_on_public_transport: 0.0316 (Europe: 0.18884117811244067, non-Europe: 0.20599218016386792)
question_e226_democracy__people_choose_their_leaders_in_free_elections: 0.0303 (Europe: 0.8531004442464515, non-Europe: 0.7815760676097936)
question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression: 0.0273 (Europe: 0.7941134251525164, non-Europe: 0.7234195156037811)
question_g007_33_b_trust__people_you_know_personally__b: 0.0241 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_g007_18_b_trust__your_neighborhood__b: 0.0221 (Europe: 0.34714333444704304, non-Europe: 0.4021780690073437)
question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor: 0.0194 (Europe: 0.6448181559441165, non-Europe: 0.6296227932548419)
question_f116_justifiable__cheating_on_taxes: 0.0182 (Europe: 0.12682129358076938, non-Europe: 0.1381333473967329)
question_a002_important_in_life__friends: 0.0109 (Europe: 0.19684201408224128, non-Europe: 0.24969126443146508)
question_b008_protecting_environment_vs_economic_growth_choice3.0: 0.0070 (Europe: 0.03768051379143928, non-Europe: 0.031879968884728466)
question_e001_aims_of_country__first_choice_choice4.0: 0.0058 (Europe: 0.08064496170075856, non-Europe: 0.09678695268105528)
question_e263_vote_in_elections__local_level_choice3.0: 0.4298 (Europe: 0.11039338703889322, non-Europe: 0.17743615436338944)
question_e004_aims_of_respondent__second_choice_choice2.0: 0.4175 (Europe: 0.2425907364096472, non-Europe: 0.24748506862499506)
question_e264_vote_in_elections__national_level_choice3.0: 0.3650 (Europe: 0.09920679115466954, non-Europe: 0.14839083945310955)
question_a065_member__belong_to_religious_organization: 0.3376 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.3064 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_e004_aims_of_respondent__second_choice_choice1.0: 0.2710 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights: 0.1957 (Europe: 0.07072057021940083, non-Europe: 0.15336137223621238)
question_a072_member__belong_to_professional_associations: 0.1945 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_a078_member__belong_to_consumer_groups: 0.1886 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.1850 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_a068_member__belong_to_political_parties: 0.1841 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_e263_vote_in_elections__local_level_choice2.0: 0.1833 (Europe: 0.27638564056873444, non-Europe: 0.23928434875472993)
question_g005_citizen_of__country: 0.1369 (Europe: 0.9598074519557981, non-Europe: 0.9868683006579034)
question_a079_member__belong_to_other_groups: 0.1296 (Europe: 0.06974298053482818, non-Europe: 0.14033514839083946)
question_e025_political_action__signing_a_petition: 0.1249 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_e028_political_action__joining_unofficial_strikes: 0.0960 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_g027a_respondent_immigrant: 0.0941 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_e264_vote_in_elections__national_level_choice4.0: 0.0854 (Europe: 0.02882033386543911, non-Europe: 0.03285561722942239)
question_f025_religious_denomination__major_groups_choice3.0: 0.0851 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_g007_34_b_trust__people_you_meet_for_the_first_time__b: 0.0611 (Europe: 0.6020385013591384, non-Europe: 0.6807520402916397)
question_g007_36_b_trust__people_of_another_nationality__b: 0.0551 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_f132_justifiable__having_casual_sex: 0.0506 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_f119_justifiable__prostitution: 0.0498 (Europe: 0.243531202435312, non-Europe: 0.1948718399467935)
question_f120_justifiable__abortion: 0.0417 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.0402 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.0388 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0373 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.0361 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_e069_04_confidence__the_press: 0.0360 (Europe: 0.6214871737758474, non-Europe: 0.5504414589019122)
question_f025_religious_denomination__major_groups_choice6.0: 0.0352 (Europe: 0.0018561829453910977, non-Europe: 0.025274565902408796)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0351 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_d026_03_duty_towards_society_to_have_children: 0.0349 (Europe: 0.5509738773186819, non-Europe: 0.407880338048967)
question_f144_02_justifiable__death_penalty: 0.0342 (Europe: 0.27271039833686006, non-Europe: 0.35981061288588284)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.0337 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_f117_justifiable__someone_accepting_a_bribe: 0.0327 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
question_a003_important_in_life__leisure_time: 0.0327 (Europe: 0.23268284433224848, non-Europe: 0.2726893175295881)
question_e290_justifiable__political_violence: 0.0322 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.0320 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.0303 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
question_e069_13_confidence__major_companies: 0.0291 (Europe: 0.5764520506696695, non-Europe: 0.5292057255615472)
question_h009_government_has_the_right__keep_people_under_video_surveillance_in_public_areas: 0.0290 (Europe: 0.4553051771004773, non-Europe: 0.396539524744991)
question_e116_political_system__having_the_army_rule: 0.0290 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_e226_democracy__people_choose_their_leaders_in_free_elections: 0.0267 (Europe: 0.8531004442464515, non-Europe: 0.7815760676097936)
question_a042_important_child_qualities__obedience: 0.0259 (Europe: 0.2048730989593001, non-Europe: 0.33228736799082365)
question_e012_willingness_to_fight_for_country: 0.0255 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_e002_aims_of_country__second_choice_choice1.0: 0.0230 (Europe: 0.2555345188155078, non-Europe: 0.25459148021675215)
question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression: 0.0223 (Europe: 0.7941134251525164, non-Europe: 0.7234195156037811)
question_f025_religious_denomination__major_groups_choice7.0: 0.0219 (Europe: 0.0010518370023882887, non-Europe: 0.07387240101783854)
question_g007_33_b_trust__people_you_know_personally__b: 0.0218 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_f115_justifiable__avoiding_a_fare_on_public_transport: 0.0208 (Europe: 0.18884117811244067, non-Europe: 0.20599218016386792)
question_d001_b_how_much_do_you_trust_your_family__4_point_scale: 0.0203 (Europe: 0.05999595764603003, non-Europe: 0.09702427254868354)
question_e069_06_confidence__the_police: 0.0194 (Europe: 0.4087933573399661, non-Europe: 0.4540324600841167)
question_g257_how_close_do_you_feel__to_country: 0.0187 (Europe: 0.24702907607462676, non-Europe: 0.23761432005660515)
question_a027_important_child_qualities__good_manners: 0.0187 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.0180 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_a005_important_in_life__work: 0.0178 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.0177 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e001_aims_of_country__first_choice_choice4.0: 0.0162 (Europe: 0.08064496170075856, non-Europe: 0.09678695268105528)
question_f116_justifiable__cheating_on_taxes: 0.0132 (Europe: 0.12682129358076938, non-Europe: 0.1381333473967329)
question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0: 0.0124 (Europe: 0.1685785351004195, non-Europe: 0.14024285733120626)
question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor: 0.0103 (Europe: 0.6448181559441165, non-Europe: 0.6296227932548419)
question_a001_important_in_life__family: 0.0102 (Europe: 0.04606221100262753, non-Europe: 0.03547492539806013)
question_f025_religious_denomination__major_groups_choice4.0: 0.0101 (Europe: 0.0007424731781564391, non-Europe: 0.0030060516566245204)
question_e035_income_equality: 0.0087 (Europe: 0.5331658643831492, non-Europe: 0.5933187132575375)
question_f025_religious_denomination__major_groups_choice9.0: 0.0069 (Europe: 0.012584920369751642, non-Europe: 0.022769522855221696)
question_e036_private_vs_state_ownership_of_business: 0.0065 (Europe: 0.4896143126829543, non-Europe: 0.5162542135263535)
question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice1.0: 0.4889 (Europe: 0.22483325289873904, non-Europe: 0.4251453584189223)
question_e263_vote_in_elections__local_level_choice3.0: 0.3840 (Europe: 0.11039338703889322, non-Europe: 0.17743615436338944)
question_e264_vote_in_elections__national_level_choice3.0: 0.3348 (Europe: 0.09920679115466954, non-Europe: 0.14839083945310955)
question_f025_religious_denomination__major_groups_choice1.0: 0.3335 (Europe: 0.214488126616426, non-Europe: 0.2118607196065764)
question_f120_justifiable__abortion: 0.3235 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.2907 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_e025_political_action__signing_a_petition: 0.2827 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_d026_05_it_is_childs_duty_to_take_care_of_ill_parent: 0.2821 (Europe: 0.3669457128361238, non-Europe: 0.24153888749719832)
question_e116_political_system__having_the_army_rule: 0.2697 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_c041_work_should_come_first_even_if_it_means_less_spare_time: 0.2673 (Europe: 0.45503087450965835, non-Europe: 0.35853758223792637)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.2571 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_f132_justifiable__having_casual_sex: 0.2538 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_f025_religious_denomination__major_groups_choice3.0: 0.2266 (Europe: 0.22245733872863843, non-Europe: 0.01713976821759595)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.2233 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_a078_member__belong_to_consumer_groups: 0.2230 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_g007_36_b_trust__people_of_another_nationality__b: 0.2211 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.2156 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_a065_member__belong_to_religious_organization: 0.2080 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_e233_democracy__women_have_the_same_rights_as_men: 0.1802 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.1767 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.1754 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1752 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_a042_important_child_qualities__obedience: 0.1705 (Europe: 0.2048730989593001, non-Europe: 0.33228736799082365)
question_a072_member__belong_to_professional_associations: 0.1703 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_a071_member__belong_to_conservation_the_environment_ecology_animal_rights: 0.1661 (Europe: 0.07072057021940083, non-Europe: 0.15336137223621238)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.1632 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_a068_member__belong_to_political_parties: 0.1592 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_g007_33_b_trust__people_you_know_personally__b: 0.1590 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_e226_democracy__people_choose_their_leaders_in_free_elections: 0.1544 (Europe: 0.8531004442464515, non-Europe: 0.7815760676097936)
question_c039_work_is_a_duty_towards_society: 0.1521 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.1502 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
question_f114a_justifiable__claiming_government_benefits_to_which_you_are_not_entitled: 0.1342 (Europe: 0.13564984964918142, non-Europe: 0.23747661593588265)
question_a039_important_child_qualities__determination_perseverance: 0.1254 (Europe: 0.38616029995916396, non-Europe: 0.32144976070246684)
question_e235_importance_of_democracy: 0.1251 (Europe: 0.8519783472822043, non-Europe: 0.817142112117523)
question_e229_democracy__civil_rights_protect_people’s_liberty_against_oppression: 0.1201 (Europe: 0.7941134251525164, non-Europe: 0.7234195156037811)
question_e012_willingness_to_fight_for_country: 0.1175 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_g005_citizen_of__country: 0.1161 (Europe: 0.9598074519557981, non-Europe: 0.9868683006579034)
question_a005_important_in_life__work: 0.1130 (Europe: 0.21217821006216153, non-Europe: 0.16620740877468237)
question_g027a_respondent_immigrant: 0.1122 (Europe: 0.08120181658437589, non-Europe: 0.0453149102799056)
question_e004_aims_of_respondent__second_choice_choice2.0: 0.1089 (Europe: 0.2425907364096472, non-Europe: 0.24748506862499506)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.1073 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
question_f117_justifiable__someone_accepting_a_bribe: 0.1072 (Europe: 0.07231001280078758, non-Europe: 0.11095143292857113)
question_g255_how_close_you_feel__your__village_town_or_city: 0.1043 (Europe: 0.24202975667504012, non-Europe: 0.20142304024329682)
question_g052_evaluate_the_impact_of_immigrants_on_the_development_of__your_country: 0.1005 (Europe: 0.496658870698296, non-Europe: 0.4970697588566456)
question_e028_political_action__joining_unofficial_strikes: 0.0998 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.0971 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_e233a_democracy__the_state_makes_people's_incomes_equal: 0.0926 (Europe: 0.5890831693705064, non-Europe: 0.5928751301963162)
question_g256_how_close_do_you_feel__to_your_county_region_district: 0.0913 (Europe: 0.29192807909814256, non-Europe: 0.2537828347418707)
question_e115_political_system__having_experts_make_decisions: 0.0899 (Europe: 0.46179769255835634, non-Europe: 0.42838433513081153)
question_c001_jobs_scarce__men_should_have_more_right_to_a_job_than_women__3_categories_choice3.0: 0.0883 (Europe: 0.1685785351004195, non-Europe: 0.14024285733120626)
question_e263_vote_in_elections__local_level_choice4.0: 0.0841 (Europe: 0.021865835096707132, non-Europe: 0.02265086292140757)
question_e069_11_confidence__the_government: 0.0836 (Europe: 0.6048475248831636, non-Europe: 0.5248548613216958)
question_e069_04_confidence__the_press: 0.0782 (Europe: 0.6214871737758474, non-Europe: 0.5504414589019122)
question_a170_satisfaction_with_your_life: 0.0727 (Europe: 0.6943499166092625, non-Europe: 0.6781459165600924)
question_f116_justifiable__cheating_on_taxes: 0.0720 (Europe: 0.12682129358076938, non-Europe: 0.1381333473967329)
question_e290_justifiable__political_violence: 0.0701 (Europe: 0.07556452023170662, non-Europe: 0.11517191773497232)
question_e035_income_equality: 0.0692 (Europe: 0.5331658643831492, non-Europe: 0.5933187132575375)
question_e069_13_confidence__major_companies: 0.0691 (Europe: 0.5764520506696695, non-Europe: 0.5292057255615472)
question_e263_vote_in_elections__local_level_choice2.0: 0.0676 (Europe: 0.27638564056873444, non-Europe: 0.23928434875472993)
question_f025_religious_denomination__major_groups_choice7.0: 0.0651 (Europe: 0.0010518370023882887, non-Europe: 0.07387240101783854)
question_a027_important_child_qualities__good_manners: 0.0635 (Europe: 0.7402705077279084, non-Europe: 0.7799121916489775)
question_e227_democracy__people_receive_state_aid_for_unemployment: 0.0619 (Europe: 0.748764400886018, non-Europe: 0.6629266813453399)
question_e004_aims_of_respondent__second_choice_choice1.0: 0.0618 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_a041_important_child_qualities__unselfishness: 0.0597 (Europe: 0.2699261239187734, non-Europe: 0.2812108587023877)
question_a008_feeling_of_happiness: 0.0540 (Europe: 0.30065213894148074, non-Europe: 0.2768072567141746)
question_f115_justifiable__avoiding_a_fare_on_public_transport: 0.0427 (Europe: 0.18884117811244067, non-Europe: 0.20599218016386792)
question_f025_religious_denomination__major_groups_choice8.0: 0.0400 (Europe: 0.011038101248592395, non-Europe: 0.029454032460084118)
question_e002_aims_of_country__second_choice_choice1.0: 0.0398 (Europe: 0.2555345188155078, non-Europe: 0.25459148021675215)
question_d001_b_how_much_do_you_trust_your_family__4_point_scale: 0.0388 (Europe: 0.05999595764603003, non-Europe: 0.09702427254868354)
question_g257_how_close_do_you_feel__to_country: 0.0384 (Europe: 0.24702907607462676, non-Europe: 0.23761432005660515)
question_f144_02_justifiable__death_penalty: 0.0338 (Europe: 0.27271039833686006, non-Europe: 0.35981061288588284)
question_e224_democracy__governments_tax_the_rich_and_subsidize_the_poor: 0.0222 (Europe: 0.6448181559441165, non-Europe: 0.6296227932548419)
question_f025_religious_denomination__major_groups_choice9.0: 0.0193 (Europe: 0.012584920369751642, non-Europe: 0.022769522855221696)
question_f025_religious_denomination__major_groups_choice4.0: 0.0159 (Europe: 0.0007424731781564391, non-Europe: 0.0030060516566245204)
question_e004_aims_of_respondent__second_choice_choice1.0: 0.5250 (Europe: 0.24676096076029252, non-Europe: 0.22897411894999142)
question_e004_aims_of_respondent__second_choice_choice2.0: 0.5019 (Europe: 0.2425907364096472, non-Europe: 0.24748506862499506)
question_a078_member__belong_to_consumer_groups: 0.3193 (Europe: 0.03659155313014317, non-Europe: 0.12846915500942688)
question_a080_02_member__belong_to_self_help_group_mutual_aid_group: 0.2984 (Europe: 0.04170224350645333, non-Europe: 0.1744432871438554)
question_e003_aims_of_respondent__first_choice_choice2.0: 0.2596 (Europe: 0.2295108339211246, non-Europe: 0.22529566100175352)
question_f120_justifiable__abortion: 0.2580 (Europe: 0.46683688551751057, non-Europe: 0.24466066921272794)
question_e025_political_action__signing_a_petition: 0.2578 (Europe: 0.45505562361559687, non-Europe: 0.6227602937492583)
question_a068_member__belong_to_political_parties: 0.2396 (Europe: 0.059694843523777706, non-Europe: 0.16761374873099794)
question_a080_01_member__belong_to_humanitarian_or_charitable_organization: 0.2381 (Europe: 0.10430510697801042, non-Europe: 0.2028557490737933)
question_a072_member__belong_to_professional_associations: 0.2317 (Europe: 0.08670849265570281, non-Europe: 0.1864279404590821)
question_d026_03_duty_towards_society_to_have_children: 0.2230 (Europe: 0.5509738773186819, non-Europe: 0.407880338048967)
question_f132_justifiable__having_casual_sex: 0.2220 (Europe: 0.3621357928444835, non-Europe: 0.23831456015985394)
question_d054_one_of_main_goals_in_life_has_been_to_make_my_parents_proud: 0.2001 (Europe: 0.36575878696382097, non-Europe: 0.19595589366312008)
question_a079_member__belong_to_other_groups: 0.1914 (Europe: 0.06974298053482818, non-Europe: 0.14033514839083946)
question_e116_political_system__having_the_army_rule: 0.1910 (Europe: 0.7964427285064326, non-Europe: 0.6344966401659482)
question_g007_36_b_trust__people_of_another_nationality__b: 0.1845 (Europe: 0.4838986441614796, non-Europe: 0.6156297106895021)
question_e026_political_action__joining_in_boycotts: 0.1840 (Europe: 0.7159668856962542, non-Europe: 0.7793848141653592)
question_a065_member__belong_to_religious_organization: 0.1751 (Europe: 0.20083899469131677, non-Europe: 0.4053291494719633)
question_e012_willingness_to_fight_for_country: 0.1711 (Europe: 0.6437242454616326, non-Europe: 0.7269503078566061)
question_e225_democracy__religious_authorities_interpret_the_laws: 0.1693 (Europe: 0.2957641905186176, non-Europe: 0.4372671298798897)
question_d060_university_is_more_important_for_a_boy_than_for_a_girl: 0.1592 (Europe: 0.7739127924003745, non-Europe: 0.6491313653363571)
question_g007_34_b_trust__people_you_meet_for_the_first_time__b: 0.1419 (Europe: 0.6020385013591384, non-Europe: 0.6807520402916397)
question_e265_08_how_often_in_country’s_elections__voters_are_threatened_with_violence_at_the_polls: 0.1372 (Europe: 0.8270697471053859, non-Europe: 0.6609314365323172)
question_e265_04_how_often_in_country’s_elections__voters_are_bribed: 0.1326 (Europe: 0.6072646875631619, non-Europe: 0.46715536980148636)
question_e233b_democracy__people_obey_their_rulers: 0.1298 (Europe: 0.49057554045860097, non-Europe: 0.6046527878492228)
question_a039_important_child_qualities__determination_perseverance: 0.1290 (Europe: 0.38616029995916396, non-Europe: 0.32144976070246684)
question_e028_political_action__joining_unofficial_strikes: 0.1220 (Europe: 0.7974038187870464, non-Europe: 0.7820612548947222)
question_g007_33_b_trust__people_you_know_personally__b: 0.1195 (Europe: 0.2763608914627959, non-Europe: 0.3680215873183294)
question_h010_government_has_the_right__monitor_all_e_mails_and_any_other_information_exchanged_on_the_internet: 0.1147 (Europe: 0.7280568239472349, non-Europe: 0.6005818731569257)
question_e265_02_how_often_in_country’s_elections__opposition_candidates_are_prevented_from_running: 0.1118 (Europe: 0.7154306550675856, non-Europe: 0.5884082429100691)
question_e265_07_how_often_in_country’s_election__rich_people_buy_elections: 0.1102 (Europe: 0.5877500175306167, non-Europe: 0.4478885123999631)
question_e015_future_changes__less_importance_placed_on_work: 0.1057 (Europe: 0.5675836210416899, non-Europe: 0.5954685089720094)
question_c039_work_is_a_duty_towards_society: 0.1046 (Europe: 0.3352946999789633, non-Europe: 0.2705842024074782)
question_e233_democracy__women_have_the_same_rights_as_men: 0.0964 (Europe: 0.869542512776726, non-Europe: 0.7845452028425648)
question_c002_jobs_scarce__employers_should_give_priority_to__nation__people_than_immigrants__3_categories_choice3.0: 0.0925 (Europe: 0.15661234237913155, non-Europe: 0.11778976096615555)
